 -5    1    4    5      0.0002246925     0.0001177574 
 -5    2    4    5      0.0002246925     0.0001177574 
 -4   -1    4    5     -0.0000656885    -0.0005121574 
 -4    0    1    1     -0.0000339886    -0.0000000000 
 -4    0    1    2      0.0000445851    -0.0000772237 
 -4    0    1    3     -0.0000451968    -0.0000782832 
 -4    0    1    5     -0.0000758439     0.0000426065 
 -4    0    2    1      0.0000952602     0.0001649956 
 -4    0    2    2     -0.0000339886    -0.0000000000 
 -4    0    2    3     -0.0000518683     0.0000898385 
 -4    0    2    5      0.0000857699    -0.0002150389 
 -4    0    3    1      0.0000518683    -0.0000898385 
 -4    0    3    2      0.0000451968     0.0000782832 
 -4    0    3    3      0.0001052369     0.0000000000 
 -4    0    3    5     -0.0001213473     0.0000316292 
 -4    0    4    1     -0.0000857699     0.0002150389 
 -4    0    4    2      0.0000758439    -0.0000426065 
 -4    0    4    3     -0.0001213473     0.0000316292 
 -4    0    4    4      0.0001540269     0.0000000000 
 -4    0    4    5      0.0002586171    -0.0003003273 
 -4    0    5    5      0.0001540269     0.0000000000 
 -4    1    1    1     -0.0000592637     0.0000510822 
 -4    1    1    2     -0.0000518344    -0.0000168242 
 -4    1    1    3     -0.0000482350     0.0000034407 
 -4    1    1    5     -0.0000072365     0.0000892250 
 -4    1    2    1      0.0000491126     0.0001230180 
 -4    1    2    2     -0.0000592637     0.0000510822 
 -4    1    2    3     -0.0000061638     0.0001322411 
 -4    1    2    5     -0.0000247394    -0.0001311213 
 -4    1    3    1      0.0000061638    -0.0001322411 
 -4    1    3    2      0.0000482350    -0.0000034407 
 -4    1    3    3      0.0000625115    -0.0001298755 
 -4    1    3    5     -0.0001192635     0.0000068453 
 -4    1    4    1      0.0000247394     0.0001311213 
 -4    1    4    2      0.0000072365    -0.0000892250 
 -4    1    4    3     -0.0001192635     0.0000068453 
 -4    1    4    4      0.0002742204     0.0003023944 
 -4    1    4    5      0.0003213278     0.0007929976 
 -4    1    5    5      0.0002742204     0.0003023944 
 -4    2    1    1     -0.0000961925     0.0000371163 
 -4    2    1    2     -0.0000238621    -0.0000286599 
 -4    2    1    3     -0.0001079278     0.0000487635 
 -4    2    1    4     -0.0000287243     0.0000470679 
 -4    2    1    5     -0.0001011846     0.0000869856 
 -4    2    2    1     -0.0000128892     0.0000349951 
 -4    2    2    2     -0.0000961925     0.0000371163 
 -4    2    2    3     -0.0000117335     0.0001178500 
 -4    2    2    4     -0.0000582608     0.0000033892 
