  -5.0000000e+00   1.0000000e+00   4.0000000e+00   5.0000000e+00  -6.9160601e-05   3.2701381e-04
  -5.0000000e+00   1.0000000e+00   4.0000000e+00   8.0000000e+00  -2.5992871e-04  -3.9699499e-04
  -5.0000000e+00   1.0000000e+00   6.0000000e+00   5.0000000e+00   4.1463548e-04   2.0510544e-04
  -5.0000000e+00   1.0000000e+00   6.0000000e+00   8.0000000e+00  -1.7571450e-04   5.9445134e-04
  -5.0000000e+00   1.0000000e+00   7.0000000e+00   8.0000000e+00  -3.4867461e-04  -2.8918377e-04
  -5.0000000e+00   2.0000000e+00   1.0000000e+00   8.0000000e+00   1.3612528e-04   1.2128341e-04
  -5.0000000e+00   2.0000000e+00   2.0000000e+00   8.0000000e+00   1.3314269e-05  -3.2586201e-05
  -5.0000000e+00   2.0000000e+00   3.0000000e+00   8.0000000e+00  -1.6554520e-04  -1.9070773e-04
  -5.0000000e+00   2.0000000e+00   4.0000000e+00   5.0000000e+00  -6.9160601e-05   3.2701381e-04
  -5.0000000e+00   2.0000000e+00   4.0000000e+00   8.0000000e+00  -4.6907480e-06  -2.0046557e-04
  -5.0000000e+00   2.0000000e+00   6.0000000e+00   1.0000000e+00  -1.5721321e-04   4.0165278e-05
  -5.0000000e+00   2.0000000e+00   6.0000000e+00   2.0000000e+00  -4.7414245e-05   4.5111822e-06
  -5.0000000e+00   2.0000000e+00   6.0000000e+00   3.0000000e+00   5.0487104e-05   1.9226614e-05
  -5.0000000e+00   2.0000000e+00   6.0000000e+00   5.0000000e+00   4.6907480e-06   2.0046557e-04
  -5.0000000e+00   2.0000000e+00   6.0000000e+00   8.0000000e+00   4.6872070e-05  -2.7435140e-05
  -5.0000000e+00   2.0000000e+00   7.0000000e+00   8.0000000e+00  -1.2638018e-04   1.4317107e-04
  -5.0000000e+00   3.0000000e+00   1.0000000e+00   8.0000000e+00   1.1339075e-04   1.1606799e-04
  -5.0000000e+00   3.0000000e+00   2.0000000e+00   8.0000000e+00   1.9800324e-05  -4.3317532e-05
  -5.0000000e+00   3.0000000e+00   3.0000000e+00   8.0000000e+00   5.0487104e-05   1.9226614e-05
  -5.0000000e+00   3.0000000e+00   4.0000000e+00   8.0000000e+00  -4.1463548e-04  -2.0510544e-04
  -5.0000000e+00   3.0000000e+00   6.0000000e+00   1.0000000e+00  -1.7309715e-04   5.7246246e-05
  -5.0000000e+00   3.0000000e+00   6.0000000e+00   2.0000000e+00  -3.4877613e-05   4.7626056e-06
  -5.0000000e+00   3.0000000e+00   6.0000000e+00   3.0000000e+00  -1.6554520e-04  -1.9070773e-04
  -5.0000000e+00   3.0000000e+00   6.0000000e+00   5.0000000e+00   2.5992871e-04   3.9699499e-04
  -5.0000000e+00   3.0000000e+00   6.0000000e+00   7.0000000e+00  -1.2638018e-04   1.4317107e-04
  -5.0000000e+00   3.0000000e+00   6.0000000e+00   8.0000000e+00   4.6872070e-05  -2.7435140e-05
  -5.0000000e+00   4.0000000e+00   6.0000000e+00   7.0000000e+00  -3.4867461e-04  -2.8918377e-04
  -5.0000000e+00   4.0000000e+00   6.0000000e+00   8.0000000e+00  -1.7571450e-04   5.9445134e-04
  -4.0000000e+00  -1.0000000e+00   4.0000000e+00   5.0000000e+00  -1.4662262e-03  -1.2507456e-03
  -4.0000000e+00  -1.0000000e+00   4.0000000e+00   8.0000000e+00   3.9696512e-04  -1.1141768e-03
  -4.0000000e+00  -1.0000000e+00   6.0000000e+00   5.0000000e+00   2.6918780e-04   5.0523391e-04
  -4.0000000e+00  -1.0000000e+00   6.0000000e+00   8.0000000e+00  -3.4867461e-04   2.8918377e-04
  -4.0000000e+00  -1.0000000e+00   7.0000000e+00   5.0000000e+00  -6.1281952e-04  -1.5810100e-04
  -4.0000000e+00  -1.0000000e+00   7.0000000e+00   8.0000000e+00  -1.7571450e-04  -5.9445134e-04
  -4.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00  -6.4791919e-05   1.4117216e-22
  -4.0000000e+00   0.0000000e+00   1.0000000e+00   2.0000000e+00   4.5563537e-05  -7.8918361e-05
  -4.0000000e+00   0.0000000e+00   1.0000000e+00   3.0000000e+00  -2.8718124e-05  -4.9741249e-05
